1,1e-08,48,0,0,0,0
1,0,-1.33333333333333,2.848345,2.282311,0.0652088857142857,35
2,0,-1.33333333333333,4.261219,3.64469,0.104134,35
2,0,-1.33333333333333,3.966449,3.336977,0.0926938055555556,36
2,1e-08,48,0,0,0,0
1,1,-1.33333333329156,4.423202,3.50283,0.072975625,48
2,0,-1.33333333333333,5.037401,4.284386,0.0892580416666667,48
1,0,-1.33333333333333,1.931877,1.576048,0.0492515,32
